published_at,topic,source,title,url
2026-07-21T08:00:00+00:00,sports,Sky Sports,The 58 transfers to watch now the World Cup is over,https://www.skysports.com/football/news/12040/13565342/transfer-news-the-players-who-could-move-before-deadline-day-now-the-world-cup-is-over
2026-07-21T07:42:00+00:00,sports,Sky Sports,"Why Arsenal, Villa and Man Utd are most impacted by World Cup",https://www.skysports.com/watch/video/13565483/what-effect-will-the-world-cup-have-on-injuries-in-the-premier-league
2026-07-21T07:27:25+00:00,sports,BBC Sport,Joshua v Prenga - all you need to know,https://www.bbc.co.uk/sport/boxing/articles/cdewnx56xpwo?at_medium=RSS&at_campaign=rss
2026-07-21T07:25:11+00:00,sports,BBC Sport,Could Infantino really push through a 64-team World Cup?,https://www.bbc.co.uk/sport/football/articles/cly7ley50g9o?at_medium=RSS&at_campaign=rss
2026-07-21T07:00:48+00:00,sports,BBC Sport,Why was Hamilton penalised but not Leclerc? - F1 Q&A,https://www.bbc.co.uk/sport/formula1/articles/cn4n21ye3w2o?at_medium=RSS&at_campaign=rss
2026-07-21T07:00:04+00:00,sports,The Guardian (Sport),The big World Cup 2026 quiz,https://www.theguardian.com/football/2026/jul/21/the-big-world-cup-2026-quiz
2026-07-21T07:00:04+00:00,sports,The Guardian (Sport),Neuer to Neymar: 11 World Cup players who retired from international football,https://www.theguardian.com/football/2026/jul/21/neuer-to-neymar-11-world-cup-players-who-retired-from-international-football
2026-07-21T07:00:04+00:00,sports,The Guardian (Sport),World Cup 2026 in 90 seconds: a photo animation with audio,https://www.theguardian.com/football/video/2026/jul/21/world-cup-2026-in-90-seconds-a-photo-animation
2026-07-21T07:00:00+00:00,sports,Sky Sports,'Fery can improve but that's exciting' - Henman optimistic as Brit eyes US Open run,https://www.skysports.com/tennis/news/12040/13564275/arthur-fery-british-no-1-heads-into-american-hard-court-swing-with-areas-he-can-improve-ahead-of-us-open-according-to-tim-henman
2026-07-21T06:55:11+00:00,sports,BBC Sport,Why World Cup can be game-changer for ambitious MLS,https://www.bbc.co.uk/sport/football/articles/c1418rm5p10o?at_medium=RSS&at_campaign=rss
2026-07-21T06:42:41+00:00,sports,BBC Sport,Salt's path home from Barbados to Welsh Fire captain,https://www.bbc.co.uk/sport/cricket/articles/c0mym9pnzjro?at_medium=RSS&at_campaign=rss
2026-07-21T06:42:41+00:00,sports,BBC Sport,Salt's path home from Barbados to Welsh Fire captain,https://www.bbc.co.uk/sport/cricket/articles/c0mym9pnzjro?at_medium=RSS&at_campaign=rss
2026-07-21T06:00:13+00:00,sports,BBC Sport,Who am I? Guess Premier League star No 1,https://www.bbc.co.uk/sport/football/articles/clyjly9484go?at_medium=RSS&at_campaign=rss
2026-07-21T06:00:04+00:00,sports,The Guardian (Sport),Gaza celebrates World Cup victory of Spanish team they took into their hearts,https://www.theguardian.com/football/2026/jul/21/gaza-celebrates-world-cup-victory-of-spanish-team-they-took-into-their-hearts
2026-07-21T06:00:00+00:00,sports,Sky Sports,Ombudsman's half-sister makes debut at Wolverhampton,https://www.skysports.com/racing/news/12040/13565186/today-on-sky-sports-racing-ombudsmans-half-sister-makes-debut-at-wolverhampton
2026-07-21T05:47:13+00:00,sports,BBC Sport,The country that doesn't play football ... yet,https://www.bbc.co.uk/sport/football/articles/c5y03dermmeo?at_medium=RSS&at_campaign=rss
2026-07-21T05:12:13+00:00,sports,BBC Sport,Fake kits worth £18m seized by UK police over safety concerns,https://www.bbc.co.uk/sport/football/articles/c0rdgrkx552o?at_medium=RSS&at_campaign=rss
2026-07-21T03:37:39+00:00,sports,The Guardian (Sport),Australia back opener Jake Weatherald for home Test series against Bangladesh,https://www.theguardian.com/sport/2026/jul/21/australia-cricket-opener-jake-weatherald-test-series-bangladesh
2026-07-20T23:11:08+00:00,sports,BBC Sport,Ex-Villa striker Duran joins seventh club aged 22,https://www.bbc.co.uk/sport/football/articles/c75gwl3n50qo?at_medium=RSS&at_campaign=rss
2026-07-20T22:51:00+00:00,sports,Sky Sports,Menzies shocks world No 2 Humphries in World Matchplay thriller,https://www.skysports.com/darts/news/12040/13565323/world-matchplay-darts-luke-humphries-shocked-by-cameron-menzies-in-first-round-at-the-winter-gardens-in-blackpool
2026-07-20T22:19:11+00:00,sports,BBC Sport,Humphries suffers shock first-round exit at Matchplay,https://www.bbc.co.uk/sport/darts/articles/cx2jn8p1v1yo?at_medium=RSS&at_campaign=rss
2026-07-20T22:16:19+00:00,sports,BBC Sport,Earl wants changes to 'brutal' Nations Championship format,https://www.bbc.co.uk/sport/rugby-union/articles/c74g58vzjj4o?at_medium=RSS&at_campaign=rss
2026-07-20T22:00:52+00:00,sports,CBS Sports,Rays vs. Blue Jays Monday MLB parlay: Back rolling Toronto ace Dylan Cease against struggling Tampa Bay,https://www.cbssports.com/betting/news/rays-vs-blue-jays-monday-mlb-parlay-back-rolling-toronto-ace-dylan-cease-against-struggling-tampa-bay/
2026-07-20T21:50:12+00:00,sports,BBC Sport,Gallery: Spain celebrate World Cup triumph in Madrid,https://www.bbc.co.uk/sport/football/articles/cgje79d6q64o?at_medium=RSS&at_campaign=rss
2026-07-20T21:40:34+00:00,sports,CBS Sports,"Free MLB home run picks, odds: Fernando Tatis Jr. is part of expert's top Monday HR player props for July 20",https://www.cbssports.com/betting/news/free-mlb-home-run-picks-odds-fernando-tatis-jr-is-part-of-experts-top-monday-hr-player-props-for-july-20/
2026-07-20T21:29:13+00:00,sports,CBS Sports,"Eight conferences form alliance to improve 'quality, consistency' of officiating in women's college basketball",https://www.cbssports.com/womens-college-basketball/news/womens-college-basketball-officiating-alliance/
2026-07-20T21:24:26+00:00,sports,BBC Sport,McGeeney to stay as Armagh manager for 13th season,https://www.bbc.co.uk/sport/articles/cz64lwgl98no?at_medium=RSS&at_campaign=rss
2026-07-20T21:21:00+00:00,sports,Sky Sports,England latest: Latest FIFA rankings published - where do Three Lions sit?,https://www.skysports.com/football/live-blog/12040/13427059/england-football-news-live-updates-schedule-and-analysis-of-thomas-tuchels-three-lions
2026-07-20T21:10:00+00:00,sports,Sky Sports,Palace seek £55m-plus for Lacroix as talks with Chelsea begin,https://www.skysports.com/football/news/12040/13565423/maxence-lacroix-transfer-news-chelsea
2026-07-20T20:58:37+00:00,sports,CBS Sports,Pat Riley knows he had to 'let go' after LeBron James left Heat: 'I thought we were looking at a dynasty',https://www.cbssports.com/nba/news/lebron-james-free-agency-heat-pat-riley-legacy/
2026-07-20T20:54:19+00:00,sports,CBS Sports,Michigan AD Warde Manuel to step down at the end of calendar year after internal investigation,https://www.cbssports.com/college-football/news/warde-manuel-michigan-ad-step-down-investigation/
2026-07-20T20:42:33+00:00,sports,The Guardian (Sport),Argentina players face bans as Fifa opens investigation into World Cup final brawls,https://www.theguardian.com/football/2026/jul/20/argentina-players-face-bans-as-fifa-opens-investigation-into-world-cup-final-brawls
2026-07-20T20:29:43+00:00,sports,CBS Sports,Proposed changes to Protect College Sports Act would allow conference expansion -- with a catch,https://www.cbssports.com/college-football/news/protect-college-sports-act-proposal-conference-expansion/
2026-07-20T20:24:30+00:00,sports,The Guardian (Sport),Vingegaard’s and Pogacar’s night-time doping tests authorised by Paris judge,https://www.theguardian.com/sport/2026/jul/20/tadej-pogacar-jonas-vingegaard-night-time-doping-tests-authorised-paris-judge-tour-de-france-cycling
2026-07-20T20:23:46+00:00,sports,CBS Sports,"Borgata Sportsbook promo code 2026: Bet $20, get $100 instantly in bonus bets",https://www.cbssports.com/betting/news/borgata-promo-code/
2026-07-20T20:16:36+00:00,sports,CBS Sports,"WNBA Power Rankings: Valkyries' streak has them at No. 1, Liberty stuck in 'trenches'",https://www.cbssports.com/wnba/news/wnba-power-rankings-valkyries-liberty-july-20/
2026-07-20T20:13:48+00:00,sports,CBS Sports,"Chiefs are Argentina, Cowboys are USMNT: The World Cup equivalents for eight NFL teams",https://www.cbssports.com/nfl/news/nfl-world-cup-team-comparisons-chiefs-cowboys-argentina-usmnt/
2026-07-20T20:01:25+00:00,sports,The Guardian (Sport),Nearly two million people join Spain’s World Cup celebrations in Madrid,https://www.theguardian.com/football/2026/jul/20/spain-world-cup-celebration-madrid
2026-07-20T19:55:00+00:00,sports,Sky Sports,Talks confirmed for 64-team World Cup in 2030,https://www.skysports.com/football/live-blog/12040/13509050/world-cup-2026-news-and-live-updates-usa-canada-and-mexico-latest-including-trump-tickets-and-fans
2026-07-20T19:38:55+00:00,sports,CBS Sports,"The Lakers are signing Matisse Thybulle, which creates a roster crunch a Bronny James trade could solve",https://www.cbssports.com/nba/news/lakers-signing-matisse-thybulle-roster-bronny-james-trade/
2026-07-20T19:30:52+00:00,sports,CBS Sports,HQ PM Newsletter 7/20/2026,https://www.cbssports.com/
2026-07-20T19:30:49+00:00,sports,CBS Sports,"Today's top games to watch, best bets, odds: White Sox vs. Rangers, Dodgers vs. Phillies and more",https://www.cbssports.com/betting/news/todays-top-games-to-watch-best-bets-odds-white-sox-vs-rangers-dodgers-vs-phillies-and-more/
2026-07-20T19:30:42+00:00,sports,CBS Sports,Fantasy football rankings 2026: Sleepers from model that nailed De'Von Achane's massive year,https://www.cbssports.com/fantasy/football/news/fantasy-football-rankings-2026-sleepers-from-model-that-nailed-devon-achanes-massive-year/
2026-07-20T19:26:10+00:00,sports,CBS Sports,Way-too-early 2030 World Cup Power Rankings: Spain and France clear favorites; Germany could be back,https://www.cbssports.com/soccer/news/way-too-early-2030-world-cup-power-rankings-spain-france-england-germany-argentina-usmnt/
2026-07-20T19:20:37+00:00,sports,CBS Sports,Five reasons why Kentucky could be SEC's biggest surprise in ex-Oregon OC Will Stein's first season as coach,https://www.cbssports.com/college-football/news/kentucky-2026-outlook-will-stein-sec-media-days-kenny-michey/
2026-07-20T19:13:58+00:00,sports,BBC Sport,Messi says 'pain is immense' after losing World Cup final,https://www.bbc.co.uk/sport/football/articles/cz97gwpk01yo?at_medium=RSS&at_campaign=rss
2026-07-20T19:05:17+00:00,sports,The Guardian (Sport),"A big red speaker, Louis Vuitton trophy trunks and a tattoo bet – how Spain celebrated World Cup win",https://www.theguardian.com/football/2026/jul/20/a-big-red-speaker-louis-vuitton-trophy-trunks-and-a-tattoo-bet-how-spain-celebrated-world-cup-win
2026-07-20T18:12:08+00:00,sports,The Guardian (Sport),F1’s algorithms spark driver fury as number neuters thrills of Spa-Francorchamps | Giles Richards,https://www.theguardian.com/sport/2026/jul/20/f1-algorithm-driver-fury-engines-spa-francorchamps
2026-07-20T17:20:11+00:00,sports,BBC Sport,Guardiola in reported talks with Italy - would England come calling?,https://www.bbc.co.uk/sport/football/articles/c20dn5j0lj0o?at_medium=RSS&at_campaign=rss
2026-07-20T17:00:46+00:00,sports,The Guardian (Sport),England players question ‘brutal’ travel demands in Nations Championship format,https://www.theguardian.com/sport/2026/jul/20/england-rugby-union-argentina-nations-championship-travel-demands
2026-07-20T16:44:02+00:00,sports,BBC Sport,Uefa president boycotts World Cup final in protest against Fifa,https://www.bbc.co.uk/sport/football/articles/cr59mg77ep2o?at_medium=RSS&at_campaign=rss
2026-07-20T16:32:51+00:00,sports,BBC Sport,'I'm proud of it' - Keegan looks back on career highlights and legacy,https://www.bbc.co.uk/sport/football/videos/cgmkv3j3yv0o?at_medium=RSS&at_campaign=rss
2026-07-20T16:17:43+00:00,sports,BBC Sport,What did England learn during ODI series win over India?,https://www.bbc.co.uk/sport/cricket/articles/cq5626gq3gdo?at_medium=RSS&at_campaign=rss
2026-07-20T15:52:37+00:00,sports,BBC Sport,Rodri's stock at all-time high as he adds to trophy collection,https://www.bbc.co.uk/sport/football/articles/cj03j6yzq20o?at_medium=RSS&at_campaign=rss
2026-07-20T15:32:00+00:00,sports,Sky Sports,UNSEEN! | Onboard Colapinto's sensational DOUBLE overtake!,https://www.skysports.com/watch/video/13565314/belgian-gp-onboard-franco-colapintos-sensational-double-overtake
2026-07-20T15:05:47+00:00,sports,The Guardian (Sport),DeChambeau moves the dial for golf but is his posturing and pantomime worth the hassle? | Ewan Murray,https://www.theguardian.com/sport/2026/jul/20/dechambeau-moves-the-dial-for-golf-but-is-his-posturing-and-pantomime-worth-the-hassle
2026-07-20T15:00:33+00:00,sports,BBC Sport,"Gifted, charismatic and passionate amid highs and lows - Keegan obituary",https://www.bbc.co.uk/sport/football/articles/c20z4d87vp3o?at_medium=RSS&at_campaign=rss
2026-07-20T14:57:39+00:00,sports,BBC Sport,What will Rogers bring to Alonso's Chelsea?,https://www.bbc.co.uk/sport/football/articles/cy8enwn2xq4o?at_medium=RSS&at_campaign=rss
2026-07-20T14:45:55+00:00,sports,BBC Sport,Keegan's double inspires Liverpool to 1974 FA Cup glory,https://www.bbc.co.uk/sport/football/videos/crk5dnyklm0o?at_medium=RSS&at_campaign=rss
2026-07-20T14:28:43+00:00,sports,The Guardian (Sport),"Kevin Keegan, Liverpool legend and former Newcastle manager, dies aged 75",https://www.theguardian.com/football/2026/jul/20/kevin-keegan-liverpool-legend-and-former-newcastle-manager-dies-aged-75
2026-07-20T14:09:05+00:00,sports,BBC Sport,"Chelsea sign Man Utd striker Malard for £850,000",https://www.bbc.co.uk/sport/football/articles/c62120n7y8jo?at_medium=RSS&at_campaign=rss
2026-07-20T13:35:00+00:00,sports,Sky Sports,The headbutt that was missed on field | Lewis hit with four-match ban,https://www.skysports.com/watch/video/13565266/mikey-lewis-receives-four-match-ban-after-head-butt-was-missed-during-the-hull-krs-match-against-warrington
2026-07-20T13:14:34+00:00,sports,The Guardian (Sport),DeChambeau accused of threatening to call Trump in row over Open penalty,https://www.theguardian.com/sport/2026/jul/20/bryson-dechambeau-donald-trump-open-championshiup-penalty-golf-royal-birkdale
2026-07-20T12:50:36+00:00,sports,BBC Sport,Watch the BBC's closing World Cup montage,https://www.bbc.co.uk/sport/football/videos/c5y4r79prw4o?at_medium=RSS&at_campaign=rss
2026-07-20T12:07:00+00:00,sports,Sky Sports,NEW ANGLES! Was Hamilton's penalty fair after Russell collision?,https://www.skysports.com/watch/video/13565218/belgian-gp-all-angles-was-lewis-hamiltons-penalty-fair-after-george-russell-collision
2026-07-20T10:50:05+00:00,sports,The Guardian (Sport),Angel Reese accepts Brondello’s apology after ‘protected species’ comment lands ban,https://www.theguardian.com/sport/2026/jul/20/angel-reese-accepts-brondellos-apology-after-protected-species-comments-lands-ban
2026-07-20T10:29:04+00:00,sports,BBC Sport,"Best goal, best player, best fans - BBC reporters' World Cup awards",https://www.bbc.co.uk/sport/football/articles/cdxd1pq4nrko?at_medium=RSS&at_campaign=rss
2026-07-20T10:23:50+00:00,sports,BBC Sport,How fast Fox trumped divisive DeChambeau to win Open,https://www.bbc.co.uk/sport/golf/articles/cn4n2r3de84o?at_medium=RSS&at_campaign=rss
2026-07-20T09:22:06+00:00,sports,BBC Sport,What has changed in The Hundred for 2026?,https://www.bbc.co.uk/sport/cricket/articles/c4gygg97v4po?at_medium=RSS&at_campaign=rss
2026-07-20T08:26:36+00:00,sports,BBC Sport,"Stay or go - at 28, Rashford faces big Man Utd call",https://www.bbc.co.uk/sport/football/articles/cy8m7n5827xo?at_medium=RSS&at_campaign=rss
2026-07-20T08:03:37+00:00,sports,BBC Sport,Mbappe wins race for the 2026 World Cup golden boot,https://www.bbc.co.uk/sport/football/videos/c3v0l1yk7xpo?at_medium=RSS&at_campaign=rss
2026-07-20T07:13:39+00:00,sports,BBC Sport,'That's just ludicrous!' - best shots from The Open 2026,https://www.bbc.co.uk/sport/golf/videos/c1k1nzw7wz7o?at_medium=RSS&at_campaign=rss
2026-07-20T00:52:22+00:00,sports,BBC Sport,Spain lift World Cup trophy as Trump stays on stage,https://www.bbc.co.uk/sport/football/videos/c1k1npx8gy0o?at_medium=RSS&at_campaign=rss
2026-07-20T00:22:33+00:00,sports,BBC Sport,'The reaction is terrible' - World Cup final turns ugly at full-time,https://www.bbc.co.uk/sport/football/videos/c5yrxql8wd3o?at_medium=RSS&at_campaign=rss
2026-07-20T00:10:09+00:00,sports,The Guardian (Sport),Spain beat Argentina 1-0 after extra time to win the 2026 World Cup – as it happened,https://www.theguardian.com/football/live/2026/jul/19/spain-v-argentina-world-cup-2026-final-live-updates
2026-07-19T23:35:50+00:00,sports,The Guardian (Sport),"Fleetwood, Fox and fury: Tom Jenkins’ best images from the Open",https://www.theguardian.com/sport/gallery/2026/jul/20/tommy-fleetwood-ryan-fox-bryson-dechambeau-tom-jenkins-best-images-open-chanpionship-golf
2026-07-19T23:17:00+00:00,sports,BBC Sport,Dominant Spain beat Argentina to win World Cup after extra time,https://www.bbc.co.uk/sport/football/videos/clyvgx9e00do?at_medium=RSS&at_campaign=rss
2026-07-19T22:55:06+00:00,sports,The Guardian (Sport),The 2026 World Cup final: Spain 1-0 Argentina – in pictures,https://www.theguardian.com/football/gallery/2026/jul/19/world-cup-2026-final-spain-v-argentina-in-pictures
2026-07-19T22:31:09+00:00,sports,BBC Sport,How the World Cup has affected your Premier League team,https://www.bbc.co.uk/sport/football/articles/c3ek99pz1wgo?at_medium=RSS&at_campaign=rss
2026-07-19T22:03:04+00:00,sports,BBC Sport,Spain's Torres scores only goal of World Cup final,https://www.bbc.co.uk/sport/football/videos/cp30nd7vpn2o?at_medium=RSS&at_campaign=rss
2026-07-19T20:52:06+00:00,sports,BBC Sport,Stars shine at the World Cup final half-time show,https://www.bbc.co.uk/sport/football/videos/cddj0m5pzglo?at_medium=RSS&at_campaign=rss
2026-07-19T20:25:08+00:00,sports,The Guardian (Sport),"My hands were all over the place for ‘surreal’ Open-winning putt, says Ryan Fox",https://www.theguardian.com/sport/2026/jul/19/ryan-fox-the-open-championship-2026-golf-new-zealand
2026-07-19T19:14:19+00:00,sports,BBC Sport,Runs and records galore as England beat India to seal ODI series win,https://www.bbc.co.uk/sport/football/videos/c5yz1n25892o?at_medium=RSS&at_campaign=rss
2026-07-19T19:03:29+00:00,sports,BBC Sport,'Everything was shaking' - Fox on putt that won him The Open,https://www.bbc.co.uk/sport/golf/videos/c62ql7xzyydo?at_medium=RSS&at_campaign=rss
2026-07-19T19:00:32+00:00,sports,BBC Sport,Title race would be 'done and dusted' without Mercedes reliability issues,https://www.bbc.co.uk/sport/formula1/videos/cj9dnwd11p7o?at_medium=RSS&at_campaign=rss
2026-07-19T18:29:53+00:00,sports,BBC Sport,'Royal entertainment from an Indian great' - Kohli's final farewell?,https://www.bbc.co.uk/sport/cricket/videos/cvg85p0evdno?at_medium=RSS&at_campaign=rss
2026-07-19T18:27:07+00:00,sports,BBC Sport,'Can you believe it?' - Best shots from final round of The Open,https://www.bbc.co.uk/sport/golf/videos/c998r497gkno?at_medium=RSS&at_campaign=rss
2026-07-19T18:17:26+00:00,sports,BBC Sport,'The stuff dreams are made of' - Fox sinks birdie on 18th to win The Open,https://www.bbc.co.uk/sport/golf/videos/ckgdv4v350mo?at_medium=RSS&at_campaign=rss
2026-07-19T18:13:45+00:00,sports,BBC Sport,'What a way to take it' - best of Fox's winning final round at The Open,https://www.bbc.co.uk/sport/golf/videos/cn0n125rrwzo?at_medium=RSS&at_campaign=rss
2026-07-19T18:03:52+00:00,sports,BBC Sport,Heroic and historic - Rohit's century to remember at Lord's,https://www.bbc.co.uk/sport/cricket/videos/cx2vd9ky92do?at_medium=RSS&at_campaign=rss
2026-07-19T14:05:51+00:00,sports,BBC Sport,GB's Shriever claims historic win as extreme weather halts final,https://www.bbc.co.uk/sport/cycling/videos/c2lq9z49119o?at_medium=RSS&at_campaign=rss
2026-07-19T00:55:53+00:00,sports,BBC Sport,England's discipline 'verging on comical' - Dawson,https://www.bbc.co.uk/sport/rugby-union/articles/c75g629k44zo?at_medium=RSS&at_campaign=rss
2026-07-17T17:03:08+00:00,sports,BBC Sport,The ultimate all-round sportsman - Sobers could do it all,https://www.bbc.co.uk/sport/cricket/articles/c2xx42dle4go?at_medium=RSS&at_campaign=rss
2026-07-07T06:39:44+00:00,sports,BBC Sport,The man who invented a sport and played tennis with Willy Wonka,https://www.bbc.co.uk/sport/tennis/articles/c1e2nlj58zxo?at_medium=RSS&at_campaign=rss
2026-07-04T11:02:02+00:00,sports,BBC Sport,In spotlight but shunning limelight - Olise's unique rise to top,https://www.bbc.co.uk/sport/football/articles/c5yzr42943lo?at_medium=RSS&at_campaign=rss
2026-06-29T05:19:36+00:00,sports,BBC Sport,When five Wimbledon titles in one weekend changed British tennis,https://www.bbc.co.uk/sport/tennis/articles/cgev5n0vqv3o?at_medium=RSS&at_campaign=rss
2026-06-26T10:01:44+00:00,sports,BBC Sport,How to be a good tennis parent,https://www.bbc.co.uk/sport/tennis/articles/cx23r1r55npo?at_medium=RSS&at_campaign=rss
2026-06-22T00:00:00+00:00,sports,BBC Sport,The people and places that shaped a two-time Wimbledon champion,https://www.bbc.co.uk/sport/extra/v5ergq8rop/the-making-of-Jannik-Sinner?at_medium=RSS&at_campaign=rss
2026-06-08T10:33:57+00:00,sports,BBC Sport,Find out more here,https://www.bbc.co.uk/sport/football/articles/ce8e6y90g2jo?at_medium=RSS&at_campaign=rss
2026-06-02T05:28:25+00:00,sports,BBC Sport,How Cornish miners brought football to Mexico,https://www.bbc.co.uk/sport/football/articles/cx21q453l4jo?at_medium=RSS&at_campaign=rss
2026-05-11T05:00:00+00:00,sports,BBC Sport,Why did England’s 2006 World Cup dream end in agony?,http://www.bbc.co.uk/iplayer/episode/m002wbmg?at_mid=hBNq4xkQn6&at_campaign=England_2006_The_Golden_Generation_TEST_CONTROL&at_medium=display_ad&at_campaign_type=owned&at_nation=NET&at_audience_id=SS&at_product=iplayer&at_brand=m002wbmg&at_ptr_name=bbc&at_ptr_type=media&at_format=image&at_objective=consumption&at_link_title=England_2006_The_Golden_Generation_TEST_CONTROL&at_bbc_team=BBC&at_creation=Carousel_Test_Control
2026-05-11T00:00:00+00:00,sports,BBC Sport,The summer a golden generation lost its shine,https://www.bbc.co.uk/sport/extra/60s97qhdbf/the-golden-generation?at_medium=RSS&at_campaign=rss
2026-07-21T14:00:00+00:00,entertainment,Variety,The Pulitzer Prize-Winning Journalist Who Has the Entire NBA Spooked,https://variety.com/2026/sports/news/pablo-torre-finds-out-podcast-nba-kawhi-leonard-jalen-brunson-jeffrey-epstein-1236817018/
2026-07-21T13:52:00+00:00,entertainment,Variety,FIFA World Cup and Olympic Ceremonies Producer Balich Wonder Studio Expands Footprint to North America and Mexico,https://variety.com/2026/sports/global/world-cup-producer-balich-wonder-studio-north-america-mexico-1236817054/
2026-07-21T13:20:00+00:00,entertainment,Variety,"Zoom, With New Story, Bets on Indie Journalist to Tell It",https://variety.com/2026/tv/news/zoom-nayeema-raza-partnership-creators-1236816997/
2026-07-21T13:06:24+00:00,entertainment,Variety,Psychological Horror Feature ‘Ancestral Beasts’ Debuts Trailer Ahead of Fantasia World Premiere (EXCLUSIVE),https://variety.com/2026/film/markets-festivals/fantasia-horror-indigenous-ancestral-beasts-trailer-riedel-1236817056/
2026-07-21T13:00:00+00:00,entertainment,Variety,YouTube Star Alejo Igoa Signs With WME,https://variety.com/2026/digital/news/alejo-igoa-signs-wme-1236814852/
2026-07-21T13:00:00+00:00,entertainment,Variety,"‘Sunny Dancer’ Starring Bella Ramsey Bought by Quiver, Plans North American Theatrical Release (EXCLUSIVE)",https://variety.com/2026/film/global/sunny-dancer-starring-bella-ramsey-bought-by-quiver-1236816140/
2026-07-21T13:00:00+00:00,entertainment,Variety,"Andrea Zapata Joins VideoAmp as SVP, Agency Partnerships",https://variety.com/2026/tv/news/andrea-zapata-joins-videoamp-1236816443/
2026-07-21T13:00:00+00:00,entertainment,Variety,"Lego Unveils ‘The X-Files’ 1,478-Piece Set Featuring Mulder and Scully Minifigures (EXCLUSIVE)",https://variety.com/2026/tv/news/lego-the-x-files-set-mulder-scully-minifigures-1236816853/
2026-07-21T13:00:00+00:00,entertainment,Variety,Oscilloscope Laboratories Acquires Ann Oren’s ‘Objet a’ Ahead of Locarno World Premiere (EXCLUSIVE),https://variety.com/2026/film/markets-festivals/oscilloscope-laboratories-acquires-ann-oren-objet-a-locarno-1236817086/
2026-07-21T13:00:00+00:00,entertainment,The Hollywood Reporter,Prada Taps Barry Jenkins to Direct Campaign Starring Ambassadors in “Domestic Intimacy”,https://www.hollywoodreporter.com/lifestyle/style/prada-campaign-2026-barry-jenkins-hunter-schafer-troye-sivan-1236651267/
2026-07-21T13:00:00+00:00,entertainment,The Hollywood Reporter,SiriusXM Signs Trixie Mattel and Katya Zamolodchikova’s ‘The Bald and the Beautiful’ Podcast (Exclusive),https://www.hollywoodreporter.com/business/digital/siriusxm-trixie-mattel-katya-bald-beautiful-podcast-deal-1236651601/
2026-07-21T13:00:00+00:00,entertainment,The Hollywood Reporter,"Hunter Biden, Nick Fuentes Face-Off In Channel 5 Interview Trailer (Exclusive)",https://www.hollywoodreporter.com/news/politics-news/hunter-biden-nick-fuentes-interview-trailer-channel-5-1236652871/
2026-07-21T12:00:00+00:00,entertainment,The Hollywood Reporter,Disney and Kraft Heinz Ink-Wide Ranging Brand Deal Across Media and Experiences,https://www.hollywoodreporter.com/business/business-news/disney-kraft-heinz-brand-deal-media-theme-parks-1236652362/
2026-07-21T11:13:53+00:00,entertainment,BBC Entertainment & Arts,How a former Blue Peter presenter stunned America's Got Talent judges,https://www.bbc.co.uk/news/articles/c5yw85q18njo?at_medium=RSS&at_campaign=rss
2026-07-21T11:00:00+00:00,entertainment,The Hollywood Reporter,"Action Xtreme Expands Into U.K., Ireland Distribution With John Hannah-Starring ‘Bad Day at the Office’ (Exclusive)",https://www.hollywoodreporter.com/movies/movie-news/action-xtreme-distribution-uk-john-hannah-bad-day-film-news-1236652884/
2026-07-21T10:56:30+00:00,entertainment,Variety,Ryan Reynolds Says There Will ‘Eventually’ Be Another ‘Deadpool’ Movie: ‘There’s a Few Really Deep Cuts That I Think Are Missing’,https://variety.com/2026/film/news/ryan-reynolds-new-deadpool-movie-eventually-1236817083/
2026-07-21T09:00:00+00:00,entertainment,Washington Post Entertainment,"At the National Gallery, the clearest view of America is in the mines",https://www.washingtonpost.com/entertainment/art/2026/07/21/national-gallery-art-mining-show-goes-beneath-surface-america/
2026-07-21T06:34:36+00:00,entertainment,Rolling Stone (TV/Movies),Jon Stewart Criticizes Trump for Tainting Spain’s World Cup Victory With His ‘Overinflated Ego’,https://www.rollingstone.com/tv-movies/tv-movie-news/jon-stewart-donald-trump-spain-world-cup-victory-daily-show-1235596417/
2026-07-21T05:31:07+00:00,entertainment,Rolling Stone (TV/Movies),Chloe Fineman on ‘Bittersweet’ Decision to Exit ‘SNL’: ‘I’ve Been Crying Sweet Tears’,https://www.rollingstone.com/tv-movies/tv-movie-news/chloe-fineman-saturday-night-live-exit-bittersweet-1235596413/
2026-07-21T05:28:46+00:00,entertainment,The Hollywood Reporter,‘Dancing With the Stars: The Next Pro’ Cast: All the Dancers Vying for a Spot on Season 35,https://www.hollywoodreporter.com/lists/dancing-with-the-stars-next-pro-cast-judges/
2026-07-21T04:55:31+00:00,entertainment,Rolling Stone (TV/Movies),Olivia Wilde Details Meeting Elon Musk ‘Before He Turned Into This Creature’,https://www.rollingstone.com/tv-movies/tv-movie-news/olivia-wilde-meeting-elon-musk-1235596404/
2026-07-21T03:48:52+00:00,entertainment,The Hollywood Reporter,"Chloe Fineman Opens Up About Decision to Leave ‘SNL’: “I’m Really Proud of Everything, But It’s Hard”",https://www.hollywoodreporter.com/tv/tv-news/chloe-fineman-opens-up-decision-leave-snl-the-dink-1236652821/
2026-07-21T02:34:16+00:00,entertainment,The Hollywood Reporter,"Adam Driver Has Passed on So Many Marvel Roles That It’s Become a “Tradition,” Kevin Feige Says",https://www.hollywoodreporter.com/movies/movie-news/adam-driver-passing-marvel-roles-tradition-kevin-feige-1236652800/
